# -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
# NMod      log(t)         H/He  log(L/Ls)  Log(Teff)    log(Tc)  log(rhoc)      Tmax     MTmax     M-cc      M-Hec      M-ce        L-pp       L-cno     L-3alfa       L-gra     He_sup   log(Tce)   Rce/Rtot      R/Rsun     log(g)     M/Msun        mdot     Lacc/L    log(tkh)   log(tacc)  t_conv_gl.  Mix.Len.
# -------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
   404  7.08036976  0.71290E+00   0.425472   3.767927   7.022333   1.613301   0.00000   0.00000   0.00000   0.00000   2.52315  0.3206E-01  0.1274E-03  0.0000E+00  0.9678E+00   0.273987   6.243200   0.722359    1.585405   4.151490   1.300000  0.0000E+00   0.000000  0.6797E+01 -0.9900E+02   0.107131   1.760000
   405  7.08111824  0.71290E+00   0.427428   3.768234   7.023257   1.615923   0.00000   0.00000   0.00000   0.00000   2.52315  0.3245E-01  0.1332E-03  0.0000E+00  0.9674E+00   0.273987   6.245644   0.721053    1.586735   4.150762   1.300000  0.0000E+00   0.000000  0.6795E+01 -0.9900E+02   0.117235   1.760000
   406  7.08188242  0.71290E+00   0.429493   3.768556   7.024205   1.618606   0.00000   0.00000   0.00000   0.00000   2.52659  0.3286E-01  0.1393E-03  0.0000E+00  0.9670E+00   0.273987   6.234322   0.726146    1.588155   4.149985   1.300000  0.0000E+00   0.000000  0.6792E+01 -0.9900E+02   0.101704   1.760000
   407  7.08262124  0.71290E+00   0.431471   3.768865   7.025125   1.621203   0.00000   0.00000   0.00000   0.00000   2.52659  0.3326E-01  0.1456E-03  0.0000E+00  0.9666E+00   0.273987   6.236806   0.724830    1.589510   4.149244   1.300000  0.0000E+00   0.000000  0.6790E+01 -0.9900E+02   0.104857   1.760000
   408  7.08336689  0.71290E+00   0.433421   3.769172   7.026058   1.623830   0.00000   0.00000   0.00000   0.00000   2.52659  0.3367E-01  0.1523E-03  0.0000E+00  0.9662E+00   0.273987   6.239293   0.723513    1.590835   4.148521   1.300000  0.0000E+00   0.000000  0.6788E+01 -0.9900E+02   0.140017   1.760000
   409  7.08413017  0.71290E+00   0.435517   3.769499   7.027017   1.626524   0.00000   0.00000   0.00000   0.00000   2.53003  0.3410E-01  0.1594E-03  0.0000E+00  0.9658E+00   0.273986   6.227275   0.728890    1.592277   4.147734   1.300000  0.0000E+00   0.000000  0.6785E+01 -0.9900E+02   0.098884   1.760000
   410  7.08485735  0.71290E+00   0.437466   3.769804   7.027933   1.629093   0.00000   0.00000   0.00000   0.00000   2.53003  0.3451E-01  0.1666E-03  0.0000E+00  0.9653E+00   0.273986   6.229780   0.727576    1.593618   4.147002   1.300000  0.0000E+00   0.000000  0.6783E+01 -0.9900E+02   0.102121   1.760000
   411  7.08560247  0.71290E+00   0.439430   3.770114   7.028877   1.631731   0.00000   0.00000   0.00000   0.00000   2.53346  0.3495E-01  0.1743E-03  0.0000E+00  0.9649E+00   0.273986   6.216805   0.733344    1.594949   4.146277   1.300000  0.0000E+00   0.000000  0.6780E+01 -0.9900E+02   0.093734   1.760000
   412  7.08635975  0.71290E+00   0.441528   3.770442   7.029840   1.634417   0.00000   0.00000   0.00000   0.00000   2.53346  0.3540E-01  0.1825E-03  0.0000E+00  0.9644E+00   0.273986   6.219492   0.731949    1.596391   4.145492   1.300000  0.0000E+00   0.000000  0.6778E+01 -0.9900E+02   0.095736   1.760000
   413  7.08708059  0.71290E+00   0.443482   3.770749   7.030760   1.636978   0.00000   0.00000   0.00000   0.00000   2.53346  0.3583E-01  0.1906E-03  0.0000E+00  0.9640E+00   0.273986   6.222037   0.730627    1.597724   4.144768   1.300000  0.0000E+00   0.000000  0.6776E+01 -0.9900E+02   0.098795   1.760000
   414  7.08781696  0.71290E+00   0.445424   3.771057   7.031704   1.639597   0.00000   0.00000   0.00000   0.00000   2.53346  0.3629E-01  0.1994E-03  0.0000E+00  0.9635E+00   0.273986   6.224611   0.729291    1.599035   4.144055   1.300000  0.0000E+00   0.000000  0.6773E+01 -0.9900E+02   0.116502   1.760000
   415  7.08857401  0.71290E+00   0.447528   3.771386   7.032679   1.642290   0.00000   0.00000   0.00000   0.00000   2.53690  0.3676E-01  0.2089E-03  0.0000E+00  0.9630E+00   0.273986   6.210865   0.735365    1.600480   4.143271   1.300000  0.0000E+00   0.000000  0.6771E+01 -0.9900E+02   0.092227   1.760000
   416  7.08929264  0.71290E+00   0.449486   3.771695   7.033608   1.644851   0.00000   0.00000   0.00000   0.00000   2.53690  0.3722E-01  0.2183E-03  0.0000E+00  0.9626E+00   0.273986   6.213472   0.734026    1.601816   4.142545   1.300000  0.0000E+00   0.000000  0.6768E+01 -0.9900E+02   0.094945   1.760000
   417  7.09002522  0.71290E+00   0.451425   3.772002   7.034559   1.647465   0.00000   0.00000   0.00000   0.00000   2.53690  0.3770E-01  0.2284E-03  0.0000E+00  0.9621E+00   0.273986   6.216104   0.732676    1.603128   4.141835   1.300000  0.0000E+00   0.000000  0.6766E+01 -0.9900E+02   0.102739   1.760000
   418  7.09077947  0.71290E+00   0.453506   3.772329   7.035543   1.650160   0.00000   0.00000   0.00000   0.00000   2.54034  0.3820E-01  0.2393E-03  0.0000E+00  0.9616E+00   0.273985   6.201287   0.739175    1.604553   4.141063   1.300000  0.0000E+00   0.000000  0.6764E+01 -0.9900E+02   0.088429   1.760000
   419  7.09150327  0.71290E+00   0.455498   3.772643   7.036490   1.652750   0.00000   0.00000   0.00000   0.00000   2.54034  0.3870E-01  0.2502E-03  0.0000E+00  0.9611E+00   0.273985   6.203993   0.737803    1.605914   4.140326   1.300000  0.0000E+00   0.000000  0.6761E+01 -0.9900E+02   0.090758   1.760000
   420  7.09222875  0.71290E+00   0.457439   3.772951   7.037444   1.655350   0.00000   0.00000   0.00000   0.00000   2.54034  0.3920E-01  0.2618E-03  0.0000E+00  0.9606E+00   0.273985   6.206678   0.736441    1.607226   4.139617   1.300000  0.0000E+00   0.000000  0.6759E+01 -0.9900E+02   0.095345   1.760000
   421  7.09297515  0.71290E+00   0.459460   3.773271   7.038430   1.658028   0.00000   0.00000   0.00000   0.00000   2.54378  0.3973E-01  0.2743E-03  0.0000E+00  0.9600E+00   0.273985   6.190580   0.743446    1.608597   4.138876   1.300000  0.0000E+00   0.000000  0.6757E+01 -0.9900E+02   0.084426   1.760000
   422  7.09371238  0.71290E+00   0.461521   3.773596   7.039408   1.660677   0.00000   0.00000   0.00000   0.00000   2.54378  0.4026E-01  0.2872E-03  0.0000E+00  0.9595E+00   0.273985   6.193429   0.742021    1.610005   4.138116   1.300000  0.0000E+00   0.000000  0.6754E+01 -0.9900E+02   0.086402   1.760000
   423  7.09442676  0.71289E+00   0.463461   3.773905   7.040359   1.663247   0.00000   0.00000   0.00000   0.00000   2.54378  0.4079E-01  0.3004E-03  0.0000E+00  0.9589E+00   0.273985   6.196164   0.740652    1.611315   4.137410   1.300000  0.0000E+00   0.000000  0.6752E+01 -0.9900E+02   0.089417   1.760000
   424  7.09516167  0.71289E+00   0.465396   3.774214   7.041342   1.665894   0.00000   0.00000   0.00000   0.00000   2.54378  0.4135E-01  0.3146E-03  0.0000E+00  0.9584E+00   0.273985   6.198945   0.739260    1.612606   4.136714   1.300000  0.0000E+00   0.000000  0.6750E+01 -0.9900E+02   0.102308   1.760000
   425  7.09592007  0.71289E+00   0.467534   3.774552   7.042361   1.668625   0.00000   0.00000   0.00000   0.00000   2.54721  0.4193E-01  0.3300E-03  0.0000E+00  0.9578E+00   0.273985   6.181559   0.746762    1.614065   4.135929   1.300000  0.0000E+00   0.000000  0.6747E+01 -0.9900E+02   0.082072   1.760000
   426  7.09662855  0.71289E+00   0.469498   3.774865   7.043318   1.671179   0.00000   0.00000   0.00000   0.00000   2.54721  0.4248E-01  0.3451E-03  0.0000E+00  0.9572E+00   0.273984   6.184376   0.745373    1.615390   4.135216   1.300000  0.0000E+00   0.000000  0.6745E+01 -0.9900E+02   0.084333   1.760000
   427  7.09734864  0.71289E+00   0.471432   3.775176   7.044294   1.673777   0.00000   0.00000   0.00000   0.00000   2.54721  0.4307E-01  0.3613E-03  0.0000E+00  0.9566E+00   0.273984   6.187205   0.743979    1.616674   4.134526   1.300000  0.0000E+00   0.000000  0.6743E+01 -0.9900E+02   0.088308   1.760000
   428  7.09809197  0.71289E+00   0.473412   3.775496   7.045306   1.676459   0.00000   0.00000   0.00000   0.00000   2.55065  0.4368E-01  0.3789E-03  0.0000E+00  0.9560E+00   0.273984   6.167948   0.752203    1.617982   4.133823   1.300000  0.0000E+00   0.000000  0.6740E+01 -0.9900E+02   0.078154   1.760000
   429  7.09884154  0.71289E+00   0.475544   3.775835   7.046331   1.679163   0.00000   0.00000   0.00000   0.00000   2.55065  0.4431E-01  0.3974E-03  0.0000E+00  0.9553E+00   0.273984   6.171054   0.750698    1.619422   4.133051   1.300000  0.0000E+00   0.000000  0.6738E+01 -0.9900E+02   0.080658   1.760000
   430  7.09954356  0.71289E+00   0.477480   3.776147   7.047296   1.681698   0.00000   0.00000   0.00000   0.00000   2.55065  0.4491E-01  0.4157E-03  0.0000E+00  0.9547E+00   0.273984   6.173932   0.749303    1.620706   4.132363   1.300000  0.0000E+00   0.000000  0.6735E+01 -0.9900E+02   0.085269   1.760000
   431  7.10026760  0.71289E+00   0.479450   3.776466   7.048295   1.684314   0.00000   0.00000   0.00000   0.00000   2.55237  0.4555E-01  0.4355E-03  0.0000E+00  0.9541E+00   0.273984   6.165024   0.752994    1.622000   4.131669   1.300000  0.0000E+00   0.000000  0.6733E+01 -0.9900E+02   0.073841   1.760000
   432  7.10100151  0.71289E+00   0.481469   3.776794   7.049312   1.686967   0.00000   0.00000   0.00000   0.00000   2.55237  0.4621E-01  0.4566E-03  0.0000E+00  0.9534E+00   0.273984   6.168077   0.751528    1.623323   4.130961   1.300000  0.0000E+00   0.000000  0.6731E+01 -0.9900E+02   0.076805   1.760000
   433  7.10172712  0.71289E+00   0.483445   3.777117   7.050323   1.689592   0.00000   0.00000   0.00000   0.00000   2.55409  0.4688E-01  0.4785E-03  0.0000E+00  0.9527E+00   0.273983   6.158635   0.755424    1.624601   4.130277   1.300000  0.0000E+00   0.000000  0.6728E+01 -0.9900E+02   0.071732   1.760000
   434  7.10246062  0.71289E+00   0.485467   3.777448   7.051349   1.692246   0.00000   0.00000   0.00000   0.00000   2.55409  0.4757E-01  0.5018E-03  0.0000E+00  0.9520E+00   0.273983   6.161742   0.753947    1.625910   4.129578   1.300000  0.0000E+00   0.000000  0.6726E+01 -0.9900E+02   0.074491   1.760000
   435  7.10318488  0.71289E+00   0.487423   3.777770   7.052367   1.694868   0.00000   0.00000   0.00000   0.00000   2.55581  0.4828E-01  0.5260E-03  0.0000E+00  0.9512E+00   0.273983   6.151688   0.758076    1.627162   4.128909   1.300000  0.0000E+00   0.000000  0.6724E+01 -0.9900E+02   0.069487   1.760000
   436  7.10392416  0.71289E+00   0.489461   3.778104   7.053411   1.697546   0.00000   0.00000   0.00000   0.00000   2.55581  0.4901E-01  0.5520E-03  0.0000E+00  0.9505E+00   0.273983   6.154884   0.756572    1.628476   4.128208   1.300000  0.0000E+00   0.000000  0.6721E+01 -0.9900E+02   0.072007   1.760000
   437  7.10464848  0.71289E+00   0.491395   3.778424   7.054439   1.700169   0.00000   0.00000   0.00000   0.00000   2.55753  0.4975E-01  0.5789E-03  0.0000E+00  0.9497E+00   0.273983   6.144144   0.760959    1.629702   4.127554   1.300000  0.0000E+00   0.000000  0.6719E+01 -0.9900E+02   0.067236   1.760000
   438  7.10539626  0.71289E+00   0.493467   3.778765   7.055506   1.702877   0.00000   0.00000   0.00000   0.00000   2.55753  0.5053E-01  0.6080E-03  0.0000E+00  0.9489E+00   0.273983   6.147450   0.759420    1.631030   4.126847   1.300000  0.0000E+00   0.000000  0.6717E+01 -0.9900E+02   0.069781   1.760000
   439  7.10611679  0.71289E+00   0.495398   3.779087   7.056539   1.705487   0.00000   0.00000   0.00000   0.00000   2.55890  0.5131E-01  0.6375E-03  0.0000E+00  0.9481E+00   0.273983   6.138944   0.762842    1.632240   4.126203   1.300000  0.0000E+00   0.000000  0.6714E+01 -0.9900E+02   0.064788   1.760000
   440  7.10686158  0.71288E+00   0.497446   3.779428   7.057612   1.708185   0.00000   0.00000   0.00000   0.00000   2.55890  0.5212E-01  0.6697E-03  0.0000E+00  0.9473E+00   0.273982   6.142278   0.761305    1.633526   4.125519   1.300000  0.0000E+00   0.000000  0.6712E+01 -0.9900E+02   0.067296   1.760000
   441  7.10758776  0.71288E+00   0.499398   3.779756   7.058664   1.710814   0.00000   0.00000   0.00000   0.00000   2.56028  0.5295E-01  0.7027E-03  0.0000E+00  0.9464E+00   0.273982   6.133284   0.764909    1.634729   4.124879   1.300000  0.0000E+00   0.000000  0.6710E+01 -0.9900E+02   0.063192   1.760000
   442  7.10833059  0.71288E+00   0.501426   3.780097   7.059745   1.713499   0.00000   0.00000   0.00000   0.00000   2.56028  0.5381E-01  0.7382E-03  0.0000E+00  0.9455E+00   0.273982   6.136656   0.763371    1.635977   4.124217   1.300000  0.0000E+00   0.000000  0.6707E+01 -0.9900E+02   0.065881   1.760000
   443  7.10906190  0.71288E+00   0.503392   3.780431   7.060815   1.716140   0.00000   0.00000   0.00000   0.00000   2.56165  0.5468E-01  0.7752E-03  0.0000E+00  0.9446E+00   0.273982   6.127108   0.767180    1.637165   4.123586   1.300000  0.0000E+00   0.000000  0.6705E+01 -0.9900E+02   0.061427   1.760000
   444  7.10980470  0.71288E+00   0.505405   3.780773   7.061908   1.718821   0.00000   0.00000   0.00000   0.00000   2.56165  0.5559E-01  0.8146E-03  0.0000E+00  0.9437E+00   0.273982   6.130532   0.765634    1.638381   4.122941   1.300000  0.0000E+00   0.000000  0.6703E+01 -0.9900E+02   0.064163   1.760000
   445  7.11054136  0.71288E+00   0.507374   3.781110   7.062997   1.721477   0.00000   0.00000   0.00000   0.00000   2.56303  0.5652E-01  0.8559E-03  0.0000E+00  0.9427E+00   0.273981   6.120360   0.769672    1.639554   4.122319   1.300000  0.0000E+00   0.000000  0.6700E+01 -0.9900E+02   0.059491   1.760000
   446  7.11128837  0.71288E+00   0.509392   3.781456   7.064109   1.724169   0.00000   0.00000   0.00000   0.00000   2.56303  0.5749E-01  0.9000E-03  0.0000E+00  0.9417E+00   0.273981   6.123863   0.768108    1.640748   4.121687   1.300000  0.0000E+00   0.000000  0.6698E+01 -0.9900E+02   0.062123   1.760000
   447  7.11202750  0.71288E+00   0.511354   3.781796   7.065214   1.726829   0.00000   0.00000   0.00000   0.00000   2.56440  0.5848E-01  0.9461E-03  0.0000E+00  0.9407E+00   0.273981   6.112960   0.772413    1.641889   4.121083   1.300000  0.0000E+00   0.000000  0.6696E+01 -0.9900E+02   0.057374   1.760000
   448  7.11277952  0.71288E+00   0.513374   3.782145   7.066345   1.729532   0.00000   0.00000   0.00000   0.00000   2.56440  0.5952E-01  0.9955E-03  0.0000E+00  0.9396E+00   0.273981   6.116559   0.770826    1.643071   4.120458   1.300000  0.0000E+00   0.000000  0.6694E+01 -0.9900E+02   0.059773   1.760000
   449  7.11352284  0.71288E+00   0.515330   3.782488   7.067470   1.732200   0.00000   0.00000   0.00000   0.00000   2.56578  0.6057E-01  0.1047E-02  0.0000E+00  0.9385E+00   0.273981   6.104823   0.775430    1.644175   4.119875   1.300000  0.0000E+00   0.000000  0.6691E+01 -0.9900E+02   0.055102   1.760000
   450  7.11428173  0.71288E+00   0.517384   3.782848   7.068626   1.734919   0.00000   0.00000   0.00000   0.00000   2.56578  0.6168E-01  0.1103E-02  0.0000E+00  0.9373E+00   0.273980   6.108530   0.773816    1.645340   4.119260   1.300000  0.0000E+00   0.000000  0.6689E+01 -0.9900E+02   0.057179   1.760000
   451  7.11501913  0.71288E+00   0.519290   3.783187   7.069755   1.737557   0.00000   0.00000   0.00000   0.00000   2.56578  0.6279E-01  0.1160E-02  0.0000E+00  0.9362E+00   0.273980   6.112066   0.772276    1.646379   4.118711   1.300000  0.0000E+00   0.000000  0.6687E+01 -0.9900E+02   0.070039   1.760000
   452  7.11579159  0.71288E+00   0.521387   3.783558   7.070946   1.740314   0.00000   0.00000   0.00000   0.00000   2.56715  0.6399E-01  0.1223E-02  0.0000E+00  0.9349E+00   0.273980   6.099636   0.777127    1.647540   4.118099   1.300000  0.0000E+00   0.000000  0.6684E+01 -0.9900E+02   0.054401   1.760000
   453  7.11652720  0.71287E+00   0.523290   3.783901   7.072087   1.742933   0.00000   0.00000   0.00000   0.00000   2.56715  0.6517E-01  0.1286E-02  0.0000E+00  0.9337E+00   0.273980   6.103245   0.775579    1.648549   4.117567   1.300000  0.0000E+00   0.000000  0.6682E+01 -0.9900E+02   0.058222   1.760000
   454  7.11729879  0.71287E+00   0.525335   3.784270   7.073292   1.745674   0.00000   0.00000   0.00000   0.00000   2.56853  0.6645E-01  0.1357E-02  0.0000E+00  0.9323E+00   0.273980   6.089656   0.780841    1.649628   4.116999   1.300000  0.0000E+00   0.000000  0.6680E+01 -0.9900E+02   0.051526   1.760000
   455  7.11805215  0.71287E+00   0.527307   3.784630   7.074476   1.748338   0.00000   0.00000   0.00000   0.00000   2.56853  0.6773E-01  0.1429E-02  0.0000E+00  0.9310E+00   0.273979   6.093449   0.779238    1.650639   4.116467   1.300000  0.0000E+00   0.000000  0.6678E+01 -0.9900E+02   0.053882   1.760000
   456  7.11881491  0.71287E+00   0.529252   3.784989   7.075683   1.751026   0.00000   0.00000   0.00000   0.00000   2.56990  0.6909E-01  0.1507E-02  0.0000E+00  0.9295E+00   0.273979   6.078430   0.785000    1.651604   4.115959   1.300000  0.0000E+00   0.000000  0.6675E+01 -0.9900E+02   0.048620   1.760000
   457  7.11959794  0.71287E+00   0.531332   3.785372   7.076931   1.753777   0.00000   0.00000   0.00000   0.00000   2.56990  0.7051E-01  0.1591E-02  0.0000E+00  0.9280E+00   0.273979   6.082503   0.783307    1.652653   4.115408   1.300000  0.0000E+00   0.000000  0.6673E+01 -0.9900E+02   0.050358   1.760000
   458  7.12034928  0.71287E+00   0.533227   3.785727   7.078136   1.756406   0.00000   0.00000   0.00000   0.00000   2.56990  0.7193E-01  0.1678E-02  0.0000E+00  0.9265E+00   0.273979   6.086329   0.781716    1.653554   4.114934   1.300000  0.0000E+00   0.000000  0.6671E+01 -0.9900E+02   0.054064   1.760000
   459  7.12114109  0.71287E+00   0.535278   3.786111   7.079416   1.759164   0.00000   0.00000   0.00000   0.00000   2.57128  0.7348E-01  0.1773E-02  0.0000E+00  0.9249E+00   0.273978   6.070026   0.787919    1.654532   4.114421   1.300000  0.0000E+00   0.000000  0.6669E+01 -0.9900E+02   0.047124   1.760000
   460  7.12191168  0.71287E+00   0.537264   3.786488   7.080671   1.761830   0.00000   0.00000   0.00000   0.00000   2.57128  0.7503E-01  0.1872E-02  0.0000E+00  0.9233E+00   0.273978   6.074089   0.786261    1.655447   4.113940   1.300000  0.0000E+00   0.000000  0.6666E+01 -0.9900E+02   0.049176   1.760000
   461  7.12268640  0.71287E+00   0.539220   3.786862   7.081941   1.764498   0.00000   0.00000   0.00000   0.00000   2.57197  0.7665E-01  0.1977E-02  0.0000E+00  0.9215E+00   0.273978   6.067251   0.788787    1.656320   4.113482   1.300000  0.0000E+00   0.000000  0.6664E+01 -0.9900E+02   0.045320   1.760000
   462  7.12347717  0.71287E+00   0.541213   3.787247   7.083248   1.767206   0.00000   0.00000   0.00000   0.00000   2.57265  0.7837E-01  0.2092E-02  0.0000E+00  0.9197E+00   0.273977   6.059992   0.791451    1.657183   4.113030   1.300000  0.0000E+00   0.000000  0.6662E+01 -0.9900E+02   0.043142   1.760000
   463  7.12426937  0.71287E+00   0.543207   3.787636   7.084567   1.769903   0.00000   0.00000   0.00000   0.00000   2.57265  0.8014E-01  0.2213E-02  0.0000E+00  0.9178E+00   0.273977   6.064252   0.789746    1.658023   4.112590   1.300000  0.0000E+00   0.000000  0.6660E+01 -0.9900E+02   0.046593   1.760000
   464  7.12506232  0.71287E+00   0.545201   3.788028   7.085898   1.772586   0.00000   0.00000   0.00000   0.00000   2.57334  0.8198E-01  0.2342E-02  0.0000E+00  0.9159E+00   0.273977   6.056519   0.792584    1.658838   4.112163   1.300000  0.0000E+00   0.000000  0.6658E+01 -0.9900E+02   0.042977   1.760000
   465  7.12585635  0.71286E+00   0.547158   3.788417   7.087242   1.775254   0.00000   0.00000   0.00000   0.00000   2.57403  0.8390E-01  0.2479E-02  0.0000E+00  0.9138E+00   0.273976   6.048140   0.795637    1.659600   4.111764   1.300000  0.0000E+00   0.000000  0.6655E+01 -0.9900E+02   0.040492   1.760000
   466  7.12666633  0.71286E+00   0.549153   3.788817   7.088624   1.777957   0.00000   0.00000   0.00000   0.00000   2.57403  0.8592E-01  0.2627E-02  0.0000E+00  0.9116E+00   0.273976   6.052602   0.793891    1.660356   4.111368   1.300000  0.0000E+00   0.000000  0.6653E+01 -0.9900E+02   0.043668   1.760000
