0.5	-2.0169211695031806e-13
0.51	-2.31797312195168e-13
0.52	-2.6057192713984816e-13
0.53	-2.859889554020385e-13
0.54	-3.0680496169763506e-13
0.55	-3.215336056687522e-13
0.5599999999999999	-3.258942854592227e-13
0.57	-3.1165623212671043e-13
0.58	-2.948210385863369e-13
0.59	-2.803574818136159e-13
0.6	-2.716879342202355e-13
0.61	-2.7526645821083096e-13
0.62	-2.982272960113132e-13
0.63	-3.477490551313454e-13
0.64	-4.3175363411311013e-13
0.6499999999999999	-5.508068811960895e-13
0.6599999999999999	-7.087649130576708e-13
0.6699999999999999	-9.230541352950283e-13
0.6799999999999999	-1.1756398266923016e-12
0.69	-1.4600943052058292e-12
0.7	-1.7824170104909977e-12
0.71	-2.1199732808452118e-12
0.72	-2.4542927881049865e-12
0.73	-2.763085534699391e-12
0.74	-3.042100475100811e-12
0.75	-3.282900559896399e-12
