0.5	7.36820978701459e-12
0.51	7.394603753445677e-12
0.52	7.418576156335676e-12
0.53	7.435277591457262e-12
0.54	7.446021287104038e-12
0.55	7.450210070955578e-12
0.5599999999999999	7.444502199860937e-12
0.57	7.422078677163597e-12
0.58	7.397451772297413e-12
0.59	7.375421786299674e-12
0.6	7.364914983907404e-12
0.61	7.366768774487937e-12
0.62	7.380005778887163e-12
0.63	7.407231642848082e-12
0.64	7.451935953004075e-12
0.6499999999999999	7.508860291008327e-12
0.6599999999999999	7.576659110707187e-12
0.6699999999999999	7.655613700310007e-12
0.6799999999999999	7.741754194643077e-12
0.69	7.832502204446694e-12
0.7	7.92693961511517e-12
0.71	8.020290866444803e-12
0.72	8.108341396807625e-12
0.73	8.184045592673773e-12
0.74	8.248938490300747e-12
0.75	8.30273440501393e-12
