#   NMOD   LOG(T)      H/HE      LOG L/Ls    LOG TE    LOG TC  LOG RHOc     TMAX     MTMAX     M-CC    M-HEC      M-CE     L-PP      L-CNO       L-3A       L-GRA    HE_SUP  LOGTce   GICO    R/Rsun  LOG(g)   M/Msun      mdot   log (L+Lacc)/Ls  Lacc/Ls      Lacc/L      log tkh   log tacc   log t(d)   log t(li6)   log t(li7)    t_conv(glob)    RCE/Rtot      CP_T     Mix.Len.
  1449  9.69230703  0.29849E-25   0.70198   3.76057   7.35146   3.55575   0.00000   0.00000  0.00000  0.00000   2.41656  0.295E+00  0.675E+00  0.000E+00 -0.518E-02  0.2188  6.0673  0.0000   2.2548  3.8215  1.230000  0.000E+00  7.01981E-01  0.00000E+00  0.00000E+00    6.31940  -99.00000  -99.00000  -99.00000  -99.00000        8.973747E-02    0.71217  7.559645E+45  2.000000E+00
  1450  9.69235556  0.24840E-25   0.70194   3.76046   7.35158   3.55729   0.00000   0.00000  0.00000  0.00000   2.41656  0.294E+00  0.676E+00  0.000E+00 -0.504E-02  0.2188  6.0664  0.0000   2.2558  3.8211  1.230000  0.000E+00  7.01943E-01  0.00000E+00  0.00000E+00    6.31925  -99.00000  -99.00000  -99.00000  -99.00000        8.843968E-02    0.71248  8.224382E+45  2.000000E+00
  1451  9.69240369  0.20670E-25   0.70190   3.76036   7.35171   3.55883   0.00000   0.00000  0.00000  0.00000   2.41656  0.294E+00  0.676E+00  0.000E+00 -0.502E-02  0.2188  6.0656  0.0000   2.2568  3.8208  1.230000  0.000E+00  7.01901E-01  0.00000E+00  0.00000E+00    6.31911  -99.00000  -99.00000  -99.00000  -99.00000        8.753308E-02    0.71280  8.208755E+45  2.000000E+00
  1452  9.69245140  0.17199E-25   0.70185   3.76025   7.35186   3.56037   0.00000   0.00000  0.00000  0.00000   2.41656  0.293E+00  0.677E+00  0.000E+00 -0.505E-02  0.2188  6.0647  0.0000   2.2578  3.8204  1.230000  0.000E+00  7.01852E-01  0.00000E+00  0.00000E+00    6.31897  -99.00000  -99.00000  -99.00000  -99.00000        1.030581E-01    0.71311  8.193211E+45  2.000000E+00
  1453  9.69249868  0.14310E-25   0.70180   3.76014   7.35200   3.56190   0.00000   0.00000  0.00000  0.00000   2.41656  0.293E+00  0.677E+00  0.000E+00 -0.519E-02  0.2188  6.0639  0.0000   2.2587  3.8200  1.230000  0.000E+00  7.01795E-01  0.00000E+00  0.00000E+00    6.31884  -99.00000  -99.00000  -99.00000  -99.00000        9.617061E-02    0.71342  8.863592E+45  2.000000E+00
  1454  9.69254551  0.11906E-25   0.70173   3.76003   7.35214   3.56343   0.00000   0.00000  0.00000  0.00000   2.41656  0.293E+00  0.678E+00  0.000E+00 -0.521E-02  0.2188  6.0630  0.0000   2.2597  3.8196  1.230000  0.000E+00  7.01735E-01  0.00000E+00  0.00000E+00    6.31871  -99.00000  -99.00000  -99.00000  -99.00000        9.396060E-02    0.71373  8.162119E+45  2.000000E+00
  1455  9.69259190  0.99064E-26   0.70168   3.75992   7.35229   3.56494   0.00000   0.00000  0.00000  0.00000   2.41494  0.292E+00  0.678E+00  0.000E+00 -0.523E-02  0.2188  6.0754  0.0000   2.2607  3.8192  1.230000  0.000E+00  7.01677E-01  0.00000E+00  0.00000E+00    6.31857  -99.00000  -99.00000  -99.00000  -99.00000        9.257872E-02    0.70781  8.146756E+45  2.000000E+00
  1456  9.69263785  0.82422E-26   0.70163   3.75985   7.35244   3.56644   0.00000   0.00000  0.00000  0.00000   2.41656  0.292E+00  0.679E+00  0.000E+00 -0.524E-02  0.2199  6.0614  0.0000   2.2614  3.8190  1.230000  0.000E+00  7.01630E-01  0.00000E+00  0.00000E+00    6.31849  -99.00000  -99.00000  -99.00000  -99.00000        8.484838E-02    0.71450  8.819582E+45  2.000000E+00
  1457  9.69268336  0.68576E-26   0.70157   3.75974   7.35258   3.56793   0.00000   0.00000  0.00000  0.00000   2.41656  0.291E+00  0.679E+00  0.000E+00 -0.529E-02  0.2199  6.0606  0.0000   2.2624  3.8186  1.230000  0.000E+00  7.01567E-01  0.00000E+00  0.00000E+00    6.31837  -99.00000  -99.00000  -99.00000  -99.00000        8.447370E-02    0.71482  8.111981E+45  2.000000E+00
  1458  9.69272843  0.57055E-26   0.70151   3.75964   7.35273   3.56941   0.00000   0.00000  0.00000  0.00000   2.41494  0.291E+00  0.680E+00  0.000E+00 -0.532E-02  0.2199  6.0730  0.0000   2.2633  3.8182  1.230000  0.000E+00  7.01514E-01  0.00000E+00  0.00000E+00    6.31824  -99.00000  -99.00000  -99.00000  -99.00000        9.667049E-02    0.70887  8.096764E+45  2.000000E+00
  1459  9.69277307  0.47470E-26   0.70146   3.75953   7.35288   3.57089   0.00000   0.00000  0.00000  0.00000   2.41494  0.290E+00  0.680E+00  0.000E+00 -0.534E-02  0.2199  6.0721  0.0000   2.2643  3.8179  1.230000  0.000E+00  7.01460E-01  0.00000E+00  0.00000E+00    6.31811  -99.00000  -99.00000  -99.00000  -99.00000        9.284918E-02    0.70918  8.769892E+45  2.000000E+00
  1460  9.69281729  0.39495E-26   0.70140   3.75943   7.35304   3.57236   0.00000   0.00000  0.00000  0.00000   2.41494  0.290E+00  0.681E+00  0.000E+00 -0.537E-02  0.2199  6.0713  0.0000   2.2652  3.8175  1.230000  0.000E+00  7.01404E-01  0.00000E+00  0.00000E+00    6.31798  -99.00000  -99.00000  -99.00000  -99.00000        9.122410E-02    0.70949  8.753707E+45  2.000000E+00
  1461  9.69286107  0.32860E-26   0.70135   3.75932   7.35319   3.57381   0.00000   0.00000  0.00000  0.00000   2.41494  0.290E+00  0.681E+00  0.000E+00 -0.541E-02  0.2199  6.0705  0.0000   2.2662  3.8171  1.230000  0.000E+00  7.01346E-01  0.00000E+00  0.00000E+00    6.31786  -99.00000  -99.00000  -99.00000  -99.00000        9.017553E-02    0.70979  8.737607E+45  2.000000E+00
  1462  9.69290443  0.27339E-26   0.70129   3.75922   7.35334   3.57524   0.00000   0.00000  0.00000  0.00000   2.41494  0.289E+00  0.681E+00  0.000E+00 -0.543E-02  0.2199  6.0697  0.0000   2.2671  3.8168  1.230000  0.000E+00  7.01289E-01  0.00000E+00  0.00000E+00    6.31774  -99.00000  -99.00000  -99.00000  -99.00000        8.938679E-02    0.71010  8.721593E+45  2.000000E+00
  1463  9.69294738  0.22747E-26   0.70123   3.75911   7.35349   3.57666   0.00000   0.00000  0.00000  0.00000   2.41494  0.289E+00  0.682E+00  0.000E+00 -0.545E-02  0.2199  6.0688  0.0000   2.2681  3.8164  1.230000  0.000E+00  7.01231E-01  0.00000E+00  0.00000E+00    6.31761  -99.00000  -99.00000  -99.00000  -99.00000        1.122437E-01    0.71040  8.705666E+45  2.000000E+00
  1464  9.69298992  0.18926E-26   0.70117   3.75900   7.35364   3.57808   0.00000   0.00000  0.00000  0.00000   2.41494  0.288E+00  0.682E+00  0.000E+00 -0.548E-02  0.2199  6.0680  0.0000   2.2690  3.8161  1.230000  0.000E+00  7.01171E-01  0.00000E+00  0.00000E+00    6.31749  -99.00000  -99.00000  -99.00000  -99.00000        1.058596E-01    0.71070  8.689885E+45  2.000000E+00
  1465  9.69303205  0.15747E-26   0.70111   3.75890   7.35379   3.57949   0.00000   0.00000  0.00000  0.00000   2.41494  0.288E+00  0.683E+00  0.000E+00 -0.551E-02  0.2199  6.0672  0.0000   2.2700  3.8157  1.230000  0.000E+00  7.01111E-01  0.00000E+00  0.00000E+00    6.31737  -99.00000  -99.00000  -99.00000  -99.00000        1.029305E-01    0.71100  8.674169E+45  2.000000E+00
  1466  9.69307378  0.13102E-26   0.70105   3.75879   7.35394   3.58090   0.00000   0.00000  0.00000  0.00000   2.41331  0.288E+00  0.683E+00  0.000E+00 -0.554E-02  0.2199  6.0790  0.0000   2.2709  3.8153  1.230000  0.000E+00  7.01054E-01  0.00000E+00  0.00000E+00    6.31725  -99.00000  -99.00000  -99.00000  -99.00000        1.009734E-01    0.70531  8.658891E+45  2.000000E+00
  1467  9.69311512  0.10901E-26   0.70100   3.75871   7.35409   3.58229   0.00000   0.00000  0.00000  0.00000   2.41494  0.287E+00  0.684E+00  0.000E+00 -0.557E-02  0.2208  6.0656  0.0000   2.2716  3.8151  1.230000  0.000E+00  7.01000E-01  0.00000E+00  0.00000E+00    6.31716  -99.00000  -99.00000  -99.00000  -99.00000        8.692871E-02    0.71174  9.336541E+45  2.000000E+00
  1468  9.69315608  0.90699E-27   0.70092   3.75860   7.35424   3.58368   0.00000   0.00000  0.00000  0.00000   2.41331  0.287E+00  0.684E+00  0.000E+00 -0.563E-02  0.2208  6.0775  0.0000   2.2726  3.8147  1.230000  0.000E+00  7.00925E-01  0.00000E+00  0.00000E+00    6.31706  -99.00000  -99.00000  -99.00000  -99.00000        1.248309E-01    0.70603  8.623356E+45  2.000000E+00
  1469  9.69319665  0.75465E-27   0.70083   3.75851   7.35437   3.58504   0.00000   0.00000  0.00000  0.00000   2.41331  0.287E+00  0.686E+00  0.000E+00 -0.655E-02  0.2208  6.0766  0.0000   2.2733  3.8144  1.230000  0.000E+00  7.00829E-01  0.00000E+00  0.00000E+00    6.31701  -99.00000  -99.00000  -99.00000  -99.00000        1.052378E-01    0.70636  1.072925E+46  2.000000E+00
  1470  9.69323683  0.62796E-27   0.70073   3.75841   7.35451   3.58640   0.00000   0.00000  0.00000  0.00000   2.41331  0.286E+00  0.686E+00  0.000E+00 -0.609E-02  0.2208  6.0758  0.0000   2.2741  3.8141  1.230000  0.000E+00  7.00731E-01  0.00000E+00  0.00000E+00    6.31696  -99.00000  -99.00000  -99.00000  -99.00000        1.014042E-01    0.70669  9.285389E+45  2.000000E+00
  1471  9.69327667  0.52253E-27   0.70065   3.75830   7.35466   3.58778   0.00000   0.00000  0.00000  0.00000   2.41331  0.286E+00  0.686E+00  0.000E+00 -0.595E-02  0.2208  6.0750  0.0000   2.2751  3.8137  1.230000  0.000E+00  7.00652E-01  0.00000E+00  0.00000E+00    6.31685  -99.00000  -99.00000  -99.00000  -99.00000        9.938357E-02    0.70699  9.268679E+45  2.000000E+00
  1472  9.69331616  0.43477E-27   0.70060   3.75820   7.35481   3.58914   0.00000   0.00000  0.00000  0.00000   2.41331  0.285E+00  0.686E+00  0.000E+00 -0.589E-02  0.2208  6.0741  0.0000   2.2759  3.8134  1.230000  0.000E+00  7.00600E-01  0.00000E+00  0.00000E+00    6.31674  -99.00000  -99.00000  -99.00000  -99.00000        9.789755E-02    0.70731  9.251612E+45  2.000000E+00
  1473  9.69335527  0.36175E-27   0.70055   3.75810   7.35496   3.59050   0.00000   0.00000  0.00000  0.00000   2.41331  0.285E+00  0.687E+00  0.000E+00 -0.588E-02  0.2208  6.0733  0.0000   2.2768  3.8131  1.230000  0.000E+00  7.00549E-01  0.00000E+00  0.00000E+00    6.31661  -99.00000  -99.00000  -99.00000  -99.00000        9.679708E-02    0.70761  9.234927E+45  2.000000E+00
  1474  9.69339403  0.30099E-27   0.70045   3.75799   7.35511   3.59185   0.00000   0.00000  0.00000  0.00000   2.41331  0.285E+00  0.687E+00  0.000E+00 -0.615E-02  0.2218  6.0726  0.0000   2.2777  3.8127  1.230000  0.000E+00  7.00454E-01  0.00000E+00  0.00000E+00    6.31655  -99.00000  -99.00000  -99.00000  -99.00000        9.041374E-02    0.70804  1.063702E+46  2.000000E+00
  1475  9.69343243  0.25044E-27   0.70041   3.75789   7.35520   3.59312   0.00000   0.00000  0.00000  0.00000   2.41331  0.284E+00  0.687E+00  0.000E+00 -0.618E-02  0.2218  6.0718  0.0000   2.2787  3.8124  1.230000  0.000E+00  7.00414E-01  0.00000E+00  0.00000E+00    6.31640  -99.00000  -99.00000  -99.00000  -99.00000        8.996881E-02    0.70831  8.512166E+45  2.000000E+00
  1476  9.69347047  0.20845E-27   0.70039   3.75783   7.35532   3.59441   0.00000   0.00000  0.00000  0.00000   2.41331  0.284E+00  0.687E+00  0.000E+00 -0.584E-02  0.2218  6.0710  0.0000   2.2793  3.8121  1.230000  0.000E+00  7.00392E-01  0.00000E+00  0.00000E+00    6.31631  -99.00000  -99.00000  -99.00000  -99.00000        8.946531E-02    0.70864  9.182156E+45  2.000000E+00
  1477  9.69350823  0.17348E-27   0.70031   3.75768   7.35545   3.59572   0.00000   0.00000  0.00000  0.00000   2.41331  0.283E+00  0.687E+00  0.000E+00 -0.580E-02  0.2218  6.0704  0.0000   2.2806  3.8116  1.230000  0.000E+00  7.00309E-01  0.00000E+00  0.00000E+00    6.31614  -99.00000  -99.00000  -99.00000  -99.00000        8.922207E-02    0.70883  9.168867E+45  2.000000E+00
  1478  9.69354570  0.14437E-27   0.70028   3.75760   7.35558   3.59702   0.00000   0.00000  0.00000  0.00000   2.41331  0.283E+00  0.688E+00  0.000E+00 -0.574E-02  0.2218  6.0696  0.0000   2.2814  3.8113  1.230000  0.000E+00  7.00278E-01  0.00000E+00  0.00000E+00    6.31602  -99.00000  -99.00000  -99.00000  -99.00000        8.887239E-02    0.70911  9.153622E+45  2.000000E+00
  1479  9.69358285  0.12014E-27   0.70088   3.75859   7.35571   3.59831   0.00000   0.00000  0.00000  0.00000   2.41168  0.282E+00  0.687E+00  0.000E+00 -0.457E-02  0.2218  6.0786  0.0000   2.2726  3.8147  1.230000  0.000E+00  7.00876E-01  0.00000E+00  0.00000E+00    6.31711  -99.00000  -99.00000  -99.00000  -99.00000        1.069129E-01    0.70562  9.095097E+45  2.000000E+00
  1480  9.69361970  0.99978E-28   0.70053   3.75858   7.35584   3.59960   0.00000   0.00000  0.00000  0.00000   2.41006  0.282E+00  0.688E+00  0.000E+00 -0.534E-02  0.2218  6.0892  0.0000   2.2718  3.8150  1.230000  0.000E+00  7.00526E-01  0.00000E+00  0.00000E+00    6.31761  -99.00000  -99.00000  -99.00000  -99.00000        1.035724E-01    0.70064  9.771647E+45  2.000000E+00
  1481  9.69365623  0.83200E-28   0.70040   3.75856   7.35597   3.60089   0.00000   0.00000  0.00000  0.00000   2.41006  0.282E+00  0.689E+00  0.000E+00 -0.554E-02  0.2226  6.0884  0.0000   2.2717  3.8150  1.230000  0.000E+00  7.00405E-01  0.00000E+00  0.00000E+00    6.31775  -99.00000  -99.00000  -99.00000  -99.00000        1.424067E-01    0.70115  1.046249E+46  2.000000E+00
  1482  9.69369247  0.69237E-28   0.70020   3.75834   7.35610   3.60217   0.00000   0.00000  0.00000  0.00000   2.41006  0.281E+00  0.689E+00  0.000E+00 -0.585E-02  0.2226  6.0879  0.0000   2.2734  3.8144  1.230000  0.000E+00  7.00204E-01  0.00000E+00  0.00000E+00    6.31762  -99.00000  -99.00000  -99.00000  -99.00000        1.189531E-01    0.70122  1.045113E+46  2.000000E+00
  1483  9.69372840  0.57617E-28   0.70016   3.75825   7.35623   3.60344   0.00000   0.00000  0.00000  0.00000   2.41006  0.281E+00  0.690E+00  0.000E+00 -0.584E-02  0.2226  6.0872  0.0000   2.2742  3.8141  1.230000  0.000E+00  7.00155E-01  0.00000E+00  0.00000E+00    6.31751  -99.00000  -99.00000  -99.00000  -99.00000        1.086814E-01    0.70148  1.043478E+46  2.000000E+00
  1484  9.69376403  0.47947E-28   0.70008   3.75816   7.35636   3.60471   0.00000   0.00000  0.00000  0.00000   2.41006  0.281E+00  0.690E+00  0.000E+00 -0.589E-02  0.2226  6.0865  0.0000   2.2750  3.8138  1.230000  0.000E+00  7.00082E-01  0.00000E+00  0.00000E+00    6.31743  -99.00000  -99.00000  -99.00000  -99.00000        1.052532E-01    0.70176  1.041816E+46  2.000000E+00
  1485  9.69379936  0.39900E-28   0.70001   3.75807   7.35650   3.60597   0.00000   0.00000  0.00000  0.00000   2.41006  0.280E+00  0.691E+00  0.000E+00 -0.594E-02  0.2226  6.0858  0.0000   2.2758  3.8135  1.230000  0.000E+00  7.00010E-01  0.00000E+00  0.00000E+00    6.31736  -99.00000  -99.00000  -99.00000  -99.00000        1.032476E-01    0.70203  1.040146E+46  2.000000E+00
  1486  9.69383440  0.33204E-28   0.69994   3.75798   7.35663   3.60722   0.00000   0.00000  0.00000  0.00000   2.41006  0.280E+00  0.691E+00  0.000E+00 -0.598E-02  0.2226  6.0850  0.0000   2.2766  3.8132  1.230000  0.000E+00  6.99939E-01  0.00000E+00  0.00000E+00    6.31728  -99.00000  -99.00000  -99.00000  -99.00000        1.018449E-01    0.70231  1.038478E+46  2.000000E+00
  1487  9.69386914  0.27631E-28   0.69987   3.75788   7.35676   3.60847   0.00000   0.00000  0.00000  0.00000   2.41006  0.280E+00  0.691E+00  0.000E+00 -0.601E-02  0.2226  6.0843  0.0000   2.2773  3.8129  1.230000  0.000E+00  6.99869E-01  0.00000E+00  0.00000E+00    6.31720  -99.00000  -99.00000  -99.00000  -99.00000        1.007588E-01    0.70259  1.036813E+46  2.000000E+00
  1488  9.69390359  0.22994E-28   0.69980   3.75779   7.35690   3.60971   0.00000   0.00000  0.00000  0.00000   2.41006  0.279E+00  0.692E+00  0.000E+00 -0.604E-02  0.2226  6.0836  0.0000   2.2781  3.8126  1.230000  0.000E+00  6.99799E-01  0.00000E+00  0.00000E+00    6.31713  -99.00000  -99.00000  -99.00000  -99.00000        9.987719E-02    0.70287  1.035155E+46  2.000000E+00
  1489  9.69393775  0.19135E-28   0.69973   3.75770   7.35703   3.61095   0.00000   0.00000  0.00000  0.00000   2.41006  0.279E+00  0.692E+00  0.000E+00 -0.608E-02  0.2226  6.0829  0.0000   2.2789  3.8123  1.230000  0.000E+00  6.99728E-01  0.00000E+00  0.00000E+00    6.31705  -99.00000  -99.00000  -99.00000  -99.00000        9.913394E-02    0.70314  1.033504E+46  2.000000E+00
  1490  9.69397163  0.15924E-28   0.69966   3.75761   7.35717   3.61217   0.00000   0.00000  0.00000  0.00000   2.41006  0.279E+00  0.693E+00  0.000E+00 -0.611E-02  0.2226  6.0821  0.0000   2.2797  3.8120  1.230000  0.000E+00  6.99657E-01  0.00000E+00  0.00000E+00    6.31697  -99.00000  -99.00000  -99.00000  -99.00000        9.849193E-02    0.70342  1.031862E+46  2.000000E+00
  1491  9.69400522  0.13251E-28   0.69958   3.75752   7.35730   3.61338   0.00000   0.00000  0.00000  0.00000   2.41006  0.278E+00  0.693E+00  0.000E+00 -0.615E-02  0.2226  6.0814  0.0000   2.2804  3.8117  1.230000  0.000E+00  6.99585E-01  0.00000E+00  0.00000E+00    6.31690  -99.00000  -99.00000  -99.00000  -99.00000        1.230406E-01    0.70369  1.030228E+46  2.000000E+00
  1492  9.69403853  0.11028E-28   0.69951   3.75742   7.35744   3.61458   0.00000   0.00000  0.00000  0.00000   2.41006  0.278E+00  0.693E+00  0.000E+00 -0.618E-02  0.2226  6.0807  0.0000   2.2812  3.8114  1.230000  0.000E+00  6.99512E-01  0.00000E+00  0.00000E+00    6.31682  -99.00000  -99.00000  -99.00000  -99.00000        1.153693E-01    0.70396  1.028603E+46  2.000000E+00
  1493  9.69407156  0.98593E+00   0.69944   3.75733   7.35757   3.61577   0.00000   0.00000  0.00000  0.00000   2.41006  0.278E+00  0.694E+00  0.000E+00 -0.621E-02  0.2226  6.0800  0.0000   2.2820  3.8111  1.230000  0.000E+00  6.99440E-01  0.00000E+00  0.00000E+00    6.31674  -99.00000  -99.00000  -99.00000  -99.00000        1.122369E-01    0.70423  1.026986E+46  2.000000E+00
  1494  9.69410432  0.98593E+00   0.69937   3.75724   7.35771   3.61696   0.00000   0.00000  0.00000  0.00000   2.40680  0.277E+00  0.694E+00  0.000E+00 -0.623E-02  0.2226  6.1011  0.0000   2.2828  3.8108  1.230000  0.000E+00  6.99367E-01  0.00000E+00  0.00000E+00    6.31666  -99.00000  -99.00000  -99.00000  -99.00000        1.102878E-01    0.69398  1.025382E+46  2.000000E+00
  1495  9.69413681  0.98593E+00   0.69932   3.75719   7.35784   3.61814   0.00000   0.00000  0.00000  0.00000   2.41006  0.277E+00  0.695E+00  0.000E+00 -0.620E-02  0.2242  6.0787  0.0000   2.2832  3.8107  1.230000  0.000E+00  6.99319E-01  0.00000E+00  0.00000E+00    6.31664  -99.00000  -99.00000  -99.00000  -99.00000        9.651338E-02    0.70498  1.168078E+46  2.000000E+00
  1496  9.69416904  0.98593E+00   0.69923   3.75710   7.35797   3.61931   0.00000   0.00000  0.00000  0.00000   2.41006  0.277E+00  0.695E+00  0.000E+00 -0.626E-02  0.2242  6.0780  0.0000   2.2839  3.8104  1.230000  0.000E+00  6.99230E-01  0.00000E+00  0.00000E+00    6.31658  -99.00000  -99.00000  -99.00000  -99.00000        9.570614E-02    0.70525  1.021535E+46  2.000000E+00
  1497  9.69420100  0.98593E+00   0.69916   3.75700   7.35805   3.62039   0.00000   0.00000  0.00000  0.00000   2.40680  0.276E+00  0.695E+00  0.000E+00 -0.664E-02  0.2242  6.0991  0.0000   2.2847  3.8101  1.230000  0.000E+00  6.99160E-01  0.00000E+00  0.00000E+00    6.31651  -99.00000  -99.00000  -99.00000  -99.00000        1.415070E-01    0.69495  9.505222E+45  2.000000E+00
  1498  9.69423270  0.98593E+00   0.69911   3.75692   7.35815   3.62151   0.00000   0.00000  0.00000  0.00000   2.40680  0.276E+00  0.695E+00  0.000E+00 -0.625E-02  0.2242  6.0984  0.0000   2.2854  3.8098  1.230000  0.000E+00  6.99115E-01  0.00000E+00  0.00000E+00    6.31642  -99.00000  -99.00000  -99.00000  -99.00000        1.145803E-01    0.69521  1.162752E+46  2.000000E+00
  1499  9.69426420  0.98593E+00   0.69906   3.75683   7.35826   3.62263   0.00000   0.00000  0.00000  0.00000   2.40680  0.275E+00  0.695E+00  0.000E+00 -0.611E-02  0.2242  6.0978  0.0000   2.2862  3.8095  1.230000  0.000E+00  6.99058E-01  0.00000E+00  0.00000E+00    6.31632  -99.00000  -99.00000  -99.00000  -99.00000        1.107342E-01    0.69545  1.161100E+46  2.000000E+00
  1500  9.69429548  0.98593E+00   0.69901   3.75675   7.35838   3.62376   0.00000   0.00000  0.00000  0.00000   2.40680  0.275E+00  0.695E+00  0.000E+00 -0.607E-02  0.2242  6.0971  0.0000   2.2870  3.8092  1.230000  0.000E+00  6.99011E-01  0.00000E+00  0.00000E+00    6.31622  -99.00000  -99.00000  -99.00000  -99.00000        1.085270E-01    0.69570  1.159424E+46  2.000000E+00
  1501  9.69432655  0.98593E+00   0.69895   3.75667   7.35850   3.62488   0.00000   0.00000  0.00000  0.00000   2.40680  0.275E+00  0.696E+00  0.000E+00 -0.618E-02  0.2242  6.0965  0.0000   2.2877  3.8089  1.230000  0.000E+00  6.98953E-01  0.00000E+00  0.00000E+00    6.31614  -99.00000  -99.00000  -99.00000  -99.00000        1.070420E-01    0.69595  1.306354E+46  2.000000E+00
  1502  9.69435739  0.98593E+00   0.69888   3.75658   7.35861   3.62600   0.00000   0.00000  0.00000  0.00000   2.40680  0.275E+00  0.696E+00  0.000E+00 -0.618E-02  0.2242  6.0959  0.0000   2.2885  3.8086  1.230000  0.000E+00  6.98884E-01  0.00000E+00  0.00000E+00    6.31607  -99.00000  -99.00000  -99.00000  -99.00000        1.059639E-01    0.69618  1.156141E+46  2.000000E+00
